name,ageable,alcohol_%,avg_rating_%,color,description,drink_now,keep_2_3_years,n_votes,price,tags,url,year
Montes Alpha - Syrah 2014,True,,,Ερυθρός,"Τυπικό ερυθρό από Syrah, που ευνοείται από το ιδανικό terroir στο οποίο καλλιεργείται. Πικάντικο αρωματικά, τανικό και γεμάτο στο στόμα, αγαπάει τα πλούσια κρέατα στο τραπέζι γιατί συνδυάζεται τέλεια μαζί τους.",False,False,,16.5,"['Ήπιος', 'Ξηρός', 'Syrah']",http://www.houseofwine.gr/how/montes-alpha-syrah.html,2014.0
ΙΑΜΑ Λευκό 2016,False,13.0,90,Λευκός,"Με χαμηλούς τόνους και πολύ δουλειά στο αμπέλι, ο Κωνσταντίνος Βρυνιώτης και ο Γρηγόρης Σκοπελίτης δίνουν τη δική τους εκδοχή στο κλασικό πια χαρμάνι Ασύρτικου και Μαλαγουζιάς από τους αμπελώνες του κτήματος στα Γιάλτρα της Βορείου Εύβοιας. Φρέσκο, με ξεκάθαρα αρώματα εσπεριδοειδών και ροδάκινου, απολαυστικά δροσιστικό και έτοιμο να σας ενθουσιάσει με την εξαιρετική σχέση ποιότητας και τιμής που διαθέτει.",True,False,31,9.5,"['Ήπιος', 'Ξηρός', 'Ασύρτικο', 'Μαλαγουζιά']",http://www.houseofwine.gr/how/iama-leyko.html,2016.0
Ντεμπίνα 2016,False,11.8,86,Λευκός,"Από εκείνα τα κρασιά που κάθεσαι να τα πιεις και δε καταλαβαίνεις πότε έχει αδειάσει η φιάλη. Ελαφρύ, δροσιστικό, με αναζωογονητικό-ήπιο αφρισμό, η semi sparkling Ζίτσα του Γκλίναβου είναι πραγματικά απολαυστική. Η Ντεμπίνα χαρίζει το φρουτώδη χαρακτήρα της που θυμίζει αχλάδι και πράσινο μήλο, μαζί με τραγανή οξύτητα, βάζοντας τα γυαλιά στα περισσότερα Prosecco της γειτονικής Ιταλίας.",True,False,16,10.4,"['Ξηρός', 'Ημιαφρώδης', 'Ντεμπίνα']",http://www.houseofwine.gr/how/debina.html,2016.0
Στροφιλιά  Λευκή 2016,False,12.5,84,Λευκός,"Όμορφο λευκό κρασί για καθημερινή απόλαυση στο τραπέζι ή μακριά από αυτό. Σωστή οξύτητα και φρέσκα αρώματα το κάνουν ιδανικό σύντροφο για μεζεδάκια, θαλασσινά και καλή παρέα.",True,False,8,6.1,"['Ήπιος', 'Σαββατιανό', 'Ξηρός', 'Ροδίτης']",http://www.houseofwine.gr/how/strofilia-leyki.html,2016.0
Cabernet D' Anjou 2016,False,11.5,85,Ροζέ,"Ελαφρύ και κομψό ημίξηρο ροζέ από την Κοιλάδα του Λίγηρα. Διακριτικό σε όλα του, και στην πικάντικη αρωματικότητα αλλά και στην ελαφριά του γλυκύτητα. Aπολαμβάνεται δροσερό και φρέσκο.",True,False,6,10.4,"['Ήπιος', 'Ημίξηρος', 'Cabernet Franc']",http://www.houseofwine.gr/how/cabernet-d-anjou-a-c.html,2016.0
Veuve Clicquot La Grande Dame 2004,True,12.5,,Λευκός,"Μια εξαιρετική σαμπάνια που αποδίδει φόρο τιμής στη «Μεγάλη Κυρία της Σαμπάνιας», τη Madame Clicquot. Το Special Cuvee είναι ένα blend από 8 Grand Crus (τα 5 είναι ποικιλίας Pinot Noir και τα 3 Chardonnay). Παρασκευάζεται από κρασιά μιας συγκεκριμένης χρονιάς και παλαιώνει για 6 χρόνια πριν διατεθεί στην αγορά.",False,False,,155.9,"['Pinot Noir', 'Chardonnay', 'Ξηρός', 'Αφρώδης']",http://www.houseofwine.gr/how/veuve-clicquot-grande-dame.html,2004.0
Escapades - Rose 2017,False,13.5,90,Ροζέ,"Ένα ένα ιδιαίτερο ροζέ κρασί από την τοπική ποικιλία Pinotage της Νότιας Αφρικής, που συμπληρώνει τη συλλογή των Escapades με ένα θαυμάσιο τρόπο.",True,False,10,15.0,"['Ήπιος', 'Ξηρός', 'Pinotage']",http://www.houseofwine.gr/how/escapades-rose.html,2017.0
Chateau Haut Brion 2011,True,14.5,,Ερυθρός,"Είστε έτοιμοι για έναν λαμπρό εκπρόσωπο της ""ελίτ"" των ερυθρών του Μπορντώ; Το Château Haut Brion του 2006 δεν ντρέπεται να επιδείξει το μεγάλο τζάκι από το οποίο κατάγεται με την πλούσια, τυπική αρωματικότητά του, τις γεμάτες τανίνες του και την υποδειγματική δομή του. Η συμβουλή μας: αντισταθείτε (δεν είναι εύκολο, το γνωρίζουμε καλά...) στον πειρασμό να το ανοίξετε γρήγορα. Όσο το παλαιώνετε, τόσο θα επιβραβεύει την υπομονή σας με αρώματα και γεύσεις ""από άλλο πλανήτη""...",False,False,,806.0,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός', 'Merlot']",http://www.houseofwine.gr/how/chateau-haut-brion.html,2011.0
Vintage Port 2011,False,19.5,,,"Με βαθύ σκούρο χρώμα, φρέσκα φρουτώδη αρώματα, πλούσια και ισορροπημένη γεύση και εξαιρετική δομή, το Vintage Port 2011 είναι ασφαλώς το απαραίτητο Vintage Port της συλλογής των φίλων του Port.",False,False,,142.6,[],http://www.houseofwine.gr/how/vintage-port-2011.html,2011.0
Chablis Grand Cru Vaudesir 2013,True,13.0,,Λευκός,"Grand Cru Chablis από αποκλειστικά ιδιοκτήτους αμπελώνες. Αν και είναι το μόνο Grand Cru που έχει διπλή έκθεση, το Domaine William Fevre έχει το κομμάτι που «βλέπει» το νότο. Ίσως το πιο «εύκολο» Grand Cru για να το καταναλώσεις στην νεότητά του, που συνδυάζει απαλότητα και φινέτσα.",False,False,,78.3,"['Chardonnay', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/chablis-grand-cru-vaudesir.html,2013.0
Tου Παύλου 2016,False,,84,Λευκός,"Με στόχο την αξιοποίηση των τοπικών ποικιλιών του νησιού, αναμφισβήτητα το Κτήμα Γράμψα, έβαλε την Ζάκυνθο στον οινικό χάρτη της Ελλάδος. Μετά την αναβίωση των σπάνιων Αυγουστιάτη και Γουστολιδί καταπιάστηκαν με μία ακόμα, πιο σπάνια γηγενή λευκή ποικιλία των Ιόνιων Νησιών, τον Παύλο. Το πρώτο μονοποικιλιακό δείγμα είναι ενθαρρυντικό, δείχνει ότι ο ‘Παύλος’ έχει δυνατότητες και αξίζει την προσοχή σας.",True,False,7,14.8,"['Ξηρός', 'Ήπιος']",http://www.houseofwine.gr/how/tou-pavlou.html,2016.0
Κτήμα Βιβλία Χώρα - Ερυθρός Magnum 2012,True,13.5,,Ερυθρός,"Ένα κομψό ερυθρό μπορντωλέζικου τύπου στο τραπέζι μας. Ένα από τα απόλυτα Ελληνικά best-sellers, που εντυπωσιάζει με το συνδυασμό σοβαρότητας και φινέτσας. Όμορφα τυπικά αρώματα και πλούσιες τανίνες ζωγραφίζουν την ποιοτική αυτή ετικέτα.",False,False,,34.5,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός', 'Merlot']",http://www.houseofwine.gr/how/ktima-vivlia-hora-erythros-magnum.html,2012.0
Oloroso Don Nuno ,False,20.0,,Λευκός,"Τα ξηρά Sherry είναι, ίσως, τα πιο υποτιμημένα κρασιά παγκοσμίως λόγο του ιδιαίτερου στυλ  τους. Τα Oloroso, ωριμάζουν για πολλά χρόνια σύμφωνα με το σύστημα της Solera, εκτεθειμένα στο οξυγόνο, ώστε να αποκτήσουν ώριμο και πολύπλοκο χαρακτήρα. Το Don Nuno παλαίωσε για 12 χρόνια σε αμερικάνικα δρύινα βαρέλια και είναι έτοιμο να κατακτήσει τους λάτρεις των Sherry ή να κάνει αυτούς που δεν τους αρέσει αυτό το στυλ, να αναθεωρήσουν . Ανοίξτε ένα μπουκάλι και αν περισσέψει μην φοβηθείτε να το αφήσετε για μέρες στο ψυγείο, αφού το οξυγόνο δεν μπορεί να το ‘πειράξει’.",True,False,,22.3,"['Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/oloroso-don-nuno.html,
Zisola 2011,False,14.0,,Ερυθρός,"Ζεστό και ευχάριστο ερυθρό κρασί από τον Ιταλικό Νότο. Κλέβει τις εντυπώσεις στο τραπέζι όχι μόνο λόγω του design της ετικέτας του, αλλά κυρίως για το φιλικό και πληθωρικό του χαρακτήρα.",False,True,,25.4,"['Ήπιος', 'Nero d’Avola', 'Ξηρός']",http://www.houseofwine.gr/how/zisola-sicilia-igt-06-2304.html,2011.0
Κτήμα Αργυρού - Vinsanto 20 ετών 1992,True,13.5,85,Λευκός,"Η δημοφιλής και πολυβραβευμένη ετικέτα Vinsanto είναι μία σταθερή αξία στα Ελληνικά γλυκά κρασιά. Όμορφη, ζεστή γλυκύτητα που αντισταθμίζεται από εξαιρετική οξύτητα, οδηγούν σε ένα μεγάλο γλυκό κρασί με πολύ διακριτικό προφίλ.",False,False,8,75.3,"['Ήπιος', 'Αηδάνι', 'Ασύρτικο', 'Αθήρι', 'Γλυκός']",http://www.houseofwine.gr/how/ktima-argyrou-vinsanto-20-eton.html,1992.0
Τσάνταλη Μοσχάτο Λήμνου,True,,,Λευκός,Τυπικό γλυκό κρασί της Λήμνου με την εποπτεία του Τσάνταλη,False,False,,7.7,"['Μοσχάτο Αλεξάνδρειας', 'Ήπιος', 'Γλυκός']",http://www.houseofwine.gr/how/tsantali-moshato-limnou.html,
Κεχριμπάρι Ρετσίνα (Καράφα),False,11.5,,Λευκός,"Μπορεί η εμβληματική ετικέτα του οινοποιείου Κεχρή να είναι το Δάκρυ του Πεύκου, όμως το Κεχριμπάρι είναι η ρετσίνα που άνοιξε τον δρόμο για την αναγέννηση αυτού του σπουδαίου παραδοσιακού στυλ κρασιού! Παράγεται από 100% Ροδίτη και αποτελεί ένα από τα πιο ‘τιμία’ Ελληνικά κρασιά, εμφιαλωμένο σε μία παραδοσιακή καράφα 500 ml. Πρόκειται άλλωστε για την πρώτη Ρετσίνα που βραβεύτηκε στον Διεθνή Διαγωνισμό Θεσσαλονίκης. ",True,False,,2.3,"['Ήπιος', 'Ξηρός', 'Ροδίτης']",http://www.houseofwine.gr/how/kehribari-retsina-karafa.html,
